LogID,Timestamp,SourceIP,DestinationIP,DataVolume,AnomalyScore
NET_4487,2023-02-07 02:40:00,192.168.159.238,10.0.131.4,396.2377368827536,0.2541681829731556
NET_4488,2023-04-24 08:55:00,192.168.6.196,10.0.162.67,234.00930779886866,0.5652397603898179
NET_4489,2023-12-29 21:13:00,192.168.250.138,10.0.209.1,374.9213793350785,0.8263387472213336
NET_4490,2023-09-21 17:35:00,192.168.1.145,10.0.71.12,358.87472142719383,0.731760653677316
NET_4491,2023-07-13 13:41:00,192.168.131.102,10.0.174.9,299.40495967667056,0.807015985894246
NET_4492,2023-06-08 06:52:00,192.168.229.228,10.0.76.97,56.87538502755833,0.9645839974611811
NET_4493,2023-12-10 08:54:00,192.168.113.47,10.0.124.152,297.8271949996823,0.7569743585204595
NET_4494,2023-02-12 01:08:00,192.168.219.52,10.0.182.233,308.91038779710493,0.6932871972145549
NET_4495,2023-02-01 06:53:00,192.168.149.135,10.0.220.135,142.01990372241505,0.4782867665774585
NET_4496,2023-10-03 01:54:00,192.168.38.35,10.0.168.187,138.08299704658626,0.6718508554023359
NET_4497,2023-11-04 14:03:00,192.168.250.151,10.0.2.16,428.103951070691,0.9556126378017827
NET_4498,2023-07-15 08:16:00,192.168.246.40,10.0.23.46,485.2516160948833,0.8740824676271446
NET_4499,2023-07-13 04:00:00,192.168.16.13,10.0.34.95,13.400161496553642,0.1392911550147513
NET_4500,2023-05-19 17:02:00,192.168.60.199,10.0.71.104,369.4185592079968,0.34206847900588844
NET_4501,2023-01-20 19:53:00,192.168.199.139,10.0.72.13,370.5457197469665,0.9452066118581426
NET_4502,2023-04-05 15:12:00,192.168.253.234,10.0.156.236,487.8734436571855,0.9675538703520917
NET_4503,2023-04-07 20:24:00,192.168.194.212,10.0.209.77,132.70858888055335,0.26191562735918683
NET_4504,2023-07-04 03:29:00,192.168.56.196,10.0.118.112,339.8819245529468,0.582845237874282
NET_4505,2023-02-01 13:45:00,192.168.110.99,10.0.228.26,28.404374536120265,0.40144102981749463
NET_4506,2023-09-23 16:34:00,192.168.65.142,10.0.253.40,390.0462326644612,0.826960315266548
NET_4507,2023-09-28 19:27:00,192.168.73.69,10.0.50.243,166.78387237550214,0.6838421600164108
NET_4508,2023-08-10 15:29:00,192.168.65.62,10.0.134.60,250.5593290110083,0.07060497594221271
NET_4509,2023-05-11 05:09:00,192.168.205.195,10.0.149.155,204.2071836788604,0.898197665198885
NET_4510,2023-06-11 18:41:00,192.168.67.218,10.0.118.159,110.71075109990512,0.3218596190631128
NET_4511,2023-08-16 21:55:00,192.168.54.45,10.0.126.11,36.66575560987597,0.49806654781407267
NET_4512,2023-02-13 22:53:00,192.168.131.94,10.0.76.2,18.33667195777281,0.564612854032555
NET_4513,2023-04-17 06:31:00,192.168.242.219,10.0.83.110,314.41234905330765,0.10887584975878195
NET_4514,2023-11-02 03:53:00,192.168.116.22,10.0.84.97,145.52078970653957,0.2817789914460681
NET_4515,2023-12-13 12:21:00,192.168.43.84,10.0.144.198,301.1915186067872,0.4267931317473882
NET_4516,2023-09-03 01:54:00,192.168.102.130,10.0.180.244,138.77691197043887,0.2553823348883032
NET_4517,2023-12-03 08:10:00,192.168.91.169,10.0.117.138,171.49814525164916,0.9379084606187681
NET_4518,2023-11-06 19:17:00,192.168.129.194,10.0.76.120,447.0059269325297,0.26532283268692036
NET_4519,2023-05-24 15:31:00,192.168.21.154,10.0.210.83,25.41944581175746,0.4829974143834257
NET_4520,2023-03-03 19:48:00,192.168.238.127,10.0.34.159,379.3822435418373,0.9495105468326674
NET_4521,2023-04-10 10:23:00,192.168.14.2,10.0.252.128,432.67805790522675,0.501230283937152
NET_4522,2023-08-13 16:40:00,192.168.136.94,10.0.10.48,155.31032839307912,0.4981231998718594
NET_4523,2023-08-08 02:54:00,192.168.208.149,10.0.97.251,182.65692122655645,0.8467643923164103
NET_4524,2023-02-24 02:36:00,192.168.206.35,10.0.208.45,91.81361988696507,0.6180513510620436
NET_4525,2023-03-06 21:45:00,192.168.130.90,10.0.88.87,459.83063532800196,0.5292110269053486
NET_4526,2023-07-21 18:50:00,192.168.139.172,10.0.173.38,336.71375076375864,0.7381541251237329
NET_4527,2023-09-03 07:26:00,192.168.79.67,10.0.36.29,379.44946349504346,0.12578380971563763
NET_4528,2023-09-25 18:02:00,192.168.229.187,10.0.236.183,467.97786922888366,0.8827245224515838
NET_4529,2023-05-31 10:25:00,192.168.118.117,10.0.166.177,258.1503682362163,0.953475081152724
NET_4530,2023-06-12 23:25:00,192.168.187.19,10.0.80.15,96.39238097959365,0.7261486552198089
NET_4531,2023-06-18 16:53:00,192.168.180.115,10.0.192.29,445.9627589466806,0.31845724782582785
NET_4532,2023-11-06 18:45:00,192.168.150.115,10.0.6.144,133.91308336135856,0.4689294901097827
NET_4533,2023-06-11 12:01:00,192.168.19.131,10.0.46.249,444.98950629661925,0.38309161979800077
NET_4534,2023-05-03 02:51:00,192.168.142.19,10.0.146.67,272.84153709037173,0.6540254124080735
NET_4535,2023-03-22 10:35:00,192.168.29.126,10.0.147.144,12.862352613625353,0.03258162946837795
NET_4536,2023-01-02 03:57:00,192.168.82.38,10.0.10.147,345.39932935844695,0.11989485713785619
NET_4537,2023-12-22 04:38:00,192.168.254.139,10.0.149.147,223.6765362660541,0.21271203646850723
NET_4538,2023-09-06 22:58:00,192.168.50.1,10.0.227.73,446.1294098010922,0.34455861724492554
NET_4539,2023-03-24 04:54:00,192.168.203.124,10.0.237.227,29.430738459629296,0.9537987524807929
NET_4540,2023-07-08 16:04:00,192.168.85.146,10.0.56.143,79.42559916530018,0.601465215618364
NET_4541,2023-10-11 09:47:00,192.168.168.1,10.0.88.33,169.11616011718328,0.15160497835128173
NET_4542,2023-07-02 10:22:00,192.168.184.173,10.0.186.184,128.23289566291555,0.4778558534115511
NET_4543,2023-03-06 08:47:00,192.168.100.72,10.0.151.184,202.7363824629556,0.16762311813591624
NET_4544,2023-06-07 17:37:00,192.168.187.189,10.0.126.88,297.80255217786987,0.521373181149509
NET_4545,2023-07-18 09:18:00,192.168.35.15,10.0.71.76,120.06068740913064,0.6575451433076317
NET_4546,2023-12-25 05:01:00,192.168.18.140,10.0.111.180,151.07405369809138,0.19593753780837664
NET_4547,2023-01-17 19:00:00,192.168.88.228,10.0.62.183,499.00328552693475,0.00045429463201451803
NET_4548,2023-11-01 22:31:00,192.168.199.14,10.0.13.11,324.34136045864864,0.2936941341920706
NET_4549,2023-12-10 04:08:00,192.168.143.113,10.0.25.46,58.97687640110423,0.3580685785169704
NET_4550,2023-07-29 12:04:00,192.168.29.63,10.0.39.61,465.5988733067076,0.2598524981694412
NET_4551,2023-03-05 02:51:00,192.168.230.71,10.0.102.91,430.4303842875474,0.7074572450706353
NET_4552,2023-03-29 03:06:00,192.168.49.216,10.0.214.22,141.8607999415832,0.8458239537367221
NET_4553,2023-08-15 09:38:00,192.168.144.143,10.0.97.227,445.8868270194172,0.3786980495207184
NET_4554,2023-02-23 04:35:00,192.168.176.143,10.0.12.34,179.45068733317135,0.31375549078310827
NET_4555,2023-06-22 00:58:00,192.168.235.192,10.0.142.77,228.5808496524495,0.04458654673564011
NET_4556,2023-03-02 10:41:00,192.168.170.174,10.0.168.226,427.57554156248864,0.07514300927568207
NET_4557,2023-04-07 00:57:00,192.168.218.134,10.0.209.34,272.3812420909946,0.17593825765479898
NET_4558,2023-10-24 21:21:00,192.168.157.44,10.0.54.18,168.02020804104734,0.35291404347864574
NET_4559,2023-08-26 18:48:00,192.168.74.107,10.0.221.4,255.2748375726956,0.09090244017654858
NET_4560,2023-03-20 09:43:00,192.168.48.79,10.0.105.192,184.3157473799986,0.857403578493012
NET_4561,2023-06-19 10:25:00,192.168.230.164,10.0.55.158,136.68975930370962,0.38653837662462365
NET_4562,2023-03-27 00:31:00,192.168.126.38,10.0.130.18,461.08343637329875,0.4855968755799438
NET_4563,2023-12-04 02:20:00,192.168.213.19,10.0.78.67,431.64253763800525,0.42569651146216714
NET_4564,2023-08-27 06:06:00,192.168.66.202,10.0.34.109,404.05398348813776,0.5938756821275025
NET_4565,2023-02-14 01:46:00,192.168.95.172,10.0.2.54,133.95253785622342,0.008865564869862674
NET_4566,2023-06-07 14:09:00,192.168.21.90,10.0.1.211,113.52227317937462,0.9438573441044045
NET_4567,2023-01-24 19:32:00,192.168.170.99,10.0.150.245,119.77328363758076,0.6634301987345199
NET_4568,2023-05-07 16:50:00,192.168.19.170,10.0.146.109,121.06013155222037,0.7119273728083376
NET_4569,2023-03-04 19:43:00,192.168.13.77,10.0.64.130,395.7373784796012,0.5354762880344766
NET_4570,2023-03-03 00:06:00,192.168.210.160,10.0.144.134,124.34533567468279,0.2034928970555142
NET_4571,2023-11-27 12:59:00,192.168.164.111,10.0.198.88,26.671869975121332,0.7445640387193316
NET_4572,2023-04-05 01:16:00,192.168.6.224,10.0.241.211,478.63921732903435,0.006782057867744329
NET_4573,2023-03-11 02:12:00,192.168.141.139,10.0.189.187,414.6086425517153,0.026027985624455408
NET_4574,2023-06-04 20:00:00,192.168.99.31,10.0.26.164,337.70039709955364,0.8698091952642524
NET_4575,2023-01-05 14:49:00,192.168.147.27,10.0.31.82,309.01273851430744,0.36190019747668867
NET_4576,2023-06-16 04:32:00,192.168.148.216,10.0.162.34,236.84996053845657,0.4601209835341097
NET_4577,2023-04-19 18:01:00,192.168.160.159,10.0.178.32,302.41843675595584,0.11879154686614168
NET_4578,2023-06-08 11:04:00,192.168.35.132,10.0.32.207,78.52602461104438,0.6000547580693302
NET_4579,2023-03-02 06:55:00,192.168.244.197,10.0.112.221,220.6673667830443,0.22904877488481623
NET_4580,2023-03-21 22:52:00,192.168.248.25,10.0.56.161,490.9299789356714,0.6616697015988512
NET_4581,2023-02-27 17:45:00,192.168.218.154,10.0.17.238,196.69300646379,0.3486541113053845
NET_4582,2023-11-01 00:47:00,192.168.137.91,10.0.77.133,112.5703716451085,0.04281417136789978
NET_4583,2023-02-14 07:22:00,192.168.158.52,10.0.219.179,130.28965200511797,0.6860315441656852
NET_4584,2023-05-03 03:54:00,192.168.121.192,10.0.246.144,364.5313588153796,0.6724752289161536
NET_4585,2023-08-03 21:16:00,192.168.162.187,10.0.253.22,71.20465580337516,0.7418575303435858
NET_4586,2023-11-12 13:23:00,192.168.165.142,10.0.9.168,299.50009001944875,0.10703850767328282
NET_4587,2023-05-28 04:58:00,192.168.199.179,10.0.253.119,448.49056294377783,0.9658653387861053
NET_4588,2023-09-10 05:49:00,192.168.166.153,10.0.218.183,18.803449543615088,0.24955853043694387
NET_4589,2023-03-05 05:25:00,192.168.64.193,10.0.150.16,348.1490300135676,0.18627108911139045
NET_4590,2023-11-13 07:44:00,192.168.85.35,10.0.65.175,156.63959658534267,0.33093034872417204
NET_4591,2023-05-04 06:23:00,192.168.180.236,10.0.152.97,345.1159098480992,0.4529879636685795
NET_4592,2023-06-09 02:38:00,192.168.238.22,10.0.156.34,327.6413320515992,0.2772325495643756
NET_4593,2023-02-05 12:09:00,192.168.250.211,10.0.152.205,447.048504992073,0.9498735045229663
NET_4594,2023-01-09 04:19:00,192.168.147.3,10.0.6.242,404.36165539558124,0.21742805788037411
NET_4595,2023-04-27 20:28:00,192.168.182.71,10.0.5.209,52.5699387365635,0.5522698644868308
NET_4596,2023-04-08 19:34:00,192.168.235.98,10.0.90.124,204.4099950267047,0.880153706328941
NET_4597,2023-08-05 20:33:00,192.168.153.57,10.0.37.22,215.88408381648344,0.23703207367304302
NET_4598,2023-03-18 13:23:00,192.168.205.234,10.0.123.198,91.58194715150255,0.33063078015120695
NET_4599,2023-08-10 14:19:00,192.168.75.35,10.0.20.204,196.96330535343608,0.3962479888334789
NET_4600,2023-12-22 16:53:00,192.168.217.134,10.0.255.233,352.4642637528712,0.8439539188520214
NET_4601,2023-05-14 04:39:00,192.168.190.239,10.0.139.7,234.48132908087862,0.5841212330477078
NET_4602,2023-10-08 11:39:00,192.168.174.236,10.0.209.20,436.78266398618445,0.018451824248339466
NET_4603,2023-11-28 22:59:00,192.168.141.197,10.0.230.163,411.6309922868273,0.5730009957319459
NET_4604,2023-12-11 16:43:00,192.168.229.155,10.0.238.54,495.56889331086694,0.9843075664296046
NET_4605,2023-11-26 06:56:00,192.168.59.222,10.0.125.89,151.26869003287635,0.36892306351815063
NET_4606,2023-07-01 20:15:00,192.168.215.240,10.0.190.44,231.71904692033485,0.336745061886516
NET_4607,2023-02-27 18:04:00,192.168.140.87,10.0.215.52,107.48078153936781,0.9776328803984238
NET_4608,2023-01-29 13:03:00,192.168.131.84,10.0.59.209,229.82313026185406,0.32062513008643556
NET_4609,2023-07-30 07:21:00,192.168.224.210,10.0.242.87,75.21535378983262,0.9038861516538914
NET_4610,2023-02-08 15:51:00,192.168.21.53,10.0.71.199,412.2408666875625,0.12610079474527558
NET_4611,2023-02-02 06:23:00,192.168.155.117,10.0.19.110,254.58022519214285,0.2104863556624227
NET_4612,2023-09-14 03:27:00,192.168.24.119,10.0.163.148,198.10680845287655,0.8596081353306615
NET_4613,2023-06-11 08:31:00,192.168.5.153,10.0.93.70,42.65401826095555,0.21221267854731862
NET_4614,2023-04-02 04:56:00,192.168.96.91,10.0.252.213,233.79814016973722,0.7533738470440402
NET_4615,2023-03-21 11:54:00,192.168.33.21,10.0.195.108,338.3668924296723,0.04911238105470106
NET_4616,2023-04-20 05:19:00,192.168.112.68,10.0.102.200,26.80879729999521,0.4210909421232967
NET_4617,2023-10-02 04:10:00,192.168.138.118,10.0.131.212,474.31446773355685,0.7870165170597245
NET_4618,2023-05-12 19:59:00,192.168.49.173,10.0.72.106,188.80317158570696,0.9469219266091835
NET_4619,2023-08-02 14:39:00,192.168.211.67,10.0.239.173,427.21574214960344,0.015901283518753306
NET_4620,2023-10-15 04:08:00,192.168.239.191,10.0.118.138,70.74847589393231,0.7202136516279506
NET_4621,2023-03-15 02:33:00,192.168.29.212,10.0.10.244,86.71809363823076,0.9369505137820515
NET_4622,2023-11-12 00:43:00,192.168.108.212,10.0.4.59,44.72670218045327,0.5771130483768995
NET_4623,2023-02-28 13:32:00,192.168.9.96,10.0.72.3,428.1332912106261,0.9010590956897196
NET_4624,2023-02-05 20:36:00,192.168.227.158,10.0.186.47,388.41927233605077,0.14323448574284925
NET_4625,2023-07-09 16:37:00,192.168.216.64,10.0.90.54,91.85416966082055,0.9949710180770271
NET_4626,2023-03-14 08:04:00,192.168.142.68,10.0.242.44,217.09759195645898,0.7668282935389075
NET_4627,2023-08-12 23:43:00,192.168.247.190,10.0.242.99,239.71359323579244,0.05500425649558782
NET_4628,2023-07-18 22:49:00,192.168.134.74,10.0.85.131,459.8896687704108,0.09433548939752279
NET_4629,2023-04-06 03:22:00,192.168.47.66,10.0.216.208,24.89504259162667,0.34083388218766786
NET_4630,2023-06-19 13:15:00,192.168.51.63,10.0.194.50,197.4227705364178,0.022959317101374332
NET_4631,2023-07-16 09:43:00,192.168.163.19,10.0.47.160,369.49568148010485,0.5082039457001919
NET_4632,2023-04-17 12:29:00,192.168.120.103,10.0.75.156,352.30800683873247,0.28034847076339375
NET_4633,2023-04-09 22:20:00,192.168.124.45,10.0.233.174,210.20250796387114,0.08131423124670667
NET_4634,2023-02-10 00:35:00,192.168.148.220,10.0.156.210,263.03262089754867,0.0074675500109466775
NET_4635,2023-10-02 16:06:00,192.168.21.209,10.0.247.140,148.78353089668485,0.23291203258813975
NET_4636,2023-06-25 23:58:00,192.168.56.24,10.0.141.12,81.36218555104203,0.10088518804976188
NET_4637,2023-10-23 17:19:00,192.168.218.58,10.0.219.246,363.1314622847032,0.9099162935906789
NET_4638,2023-04-16 12:04:00,192.168.127.220,10.0.26.207,426.4567388357849,0.8925358281614751
NET_4639,2023-06-20 04:43:00,192.168.23.213,10.0.129.184,343.6559248990662,0.22306449790243987
NET_4640,2023-06-11 10:06:00,192.168.23.87,10.0.185.131,324.40232377387457,0.0773239799969454
NET_4641,2023-08-05 18:35:00,192.168.216.58,10.0.215.12,443.5462549181981,0.6866179690281057
NET_4642,2023-01-25 14:45:00,192.168.224.214,10.0.10.245,24.138736301430345,0.37450267685270067
NET_4643,2023-04-14 08:18:00,192.168.90.248,10.0.248.74,55.64490495807114,0.35923104135741646
NET_4644,2023-07-10 08:26:00,192.168.193.160,10.0.61.39,355.755266815519,0.7274908065768737
NET_4645,2023-12-03 00:01:00,192.168.111.123,10.0.172.77,487.36939656794846,0.25945392126043176
NET_4646,2023-02-18 13:53:00,192.168.73.123,10.0.125.56,390.92161752337176,0.9721615261547625
NET_4647,2023-11-03 12:35:00,192.168.42.160,10.0.222.8,129.71073497331304,0.9008728779882873
NET_4648,2023-03-22 05:52:00,192.168.128.176,10.0.199.134,466.72234148465327,0.6774693996941235
NET_4649,2023-03-13 14:26:00,192.168.71.74,10.0.228.118,41.380697601334134,0.030894394382791845
NET_4650,2023-04-30 04:58:00,192.168.183.157,10.0.218.16,434.10763442750476,0.5019864712151354
NET_4651,2023-02-02 15:09:00,192.168.164.156,10.0.155.249,424.66769611808934,0.06483253053155691
NET_4652,2023-12-03 23:13:00,192.168.76.103,10.0.71.203,216.85578122133936,0.928328646254867
NET_4653,2023-05-12 05:38:00,192.168.83.248,10.0.118.121,499.48984248522123,0.29833894814789264
NET_4654,2023-12-25 01:38:00,192.168.254.188,10.0.65.156,228.09366092333443,0.5651095321819587
NET_4655,2023-10-27 09:49:00,192.168.206.118,10.0.219.120,64.51036592128935,0.5527347835794497
NET_4656,2023-12-10 02:43:00,192.168.118.87,10.0.252.143,454.5163554741595,0.512842826282907
NET_4657,2023-07-04 16:12:00,192.168.100.119,10.0.210.180,306.07631588304696,0.1158519876376295
NET_4658,2023-04-25 02:46:00,192.168.206.165,10.0.88.183,488.39215503850806,0.44763315651791746
NET_4659,2023-03-16 04:34:00,192.168.42.225,10.0.159.13,92.20312715845847,0.3968955592359129
NET_4660,2023-11-15 07:56:00,192.168.117.24,10.0.191.145,442.229350508058,0.12427567369036685
NET_4661,2023-11-24 12:40:00,192.168.92.48,10.0.4.203,302.76673846008543,0.3800677243084586
NET_4662,2023-07-23 19:42:00,192.168.53.139,10.0.81.252,28.748285823389008,0.6848491628018465
NET_4663,2023-10-11 02:24:00,192.168.194.82,10.0.102.102,177.63431822171438,0.3899959253794394
NET_4664,2023-12-13 20:32:00,192.168.32.29,10.0.46.242,456.2375110184814,0.15511312796396137
NET_4665,2023-04-05 05:06:00,192.168.115.147,10.0.230.245,370.3290373907116,0.8395321660524163
NET_4666,2023-11-22 07:25:00,192.168.232.233,10.0.51.120,167.6402811035936,0.8203410001241086
NET_4667,2023-02-24 20:35:00,192.168.24.128,10.0.4.125,216.68211330033085,0.00294526032366349
NET_4668,2023-10-11 06:18:00,192.168.151.37,10.0.41.91,376.1829282027647,0.7738975690071773
NET_4669,2023-10-18 08:33:00,192.168.17.232,10.0.241.169,308.63919171658307,0.8903361802951342
NET_4670,2023-05-22 20:06:00,192.168.8.120,10.0.37.6,489.1021000206798,0.22197953764328326
NET_4671,2023-06-18 03:04:00,192.168.164.107,10.0.124.53,172.5281366958824,0.06042114182180203
NET_4672,2023-09-29 08:29:00,192.168.134.63,10.0.229.103,147.26417240052425,0.40733751418174047
NET_4673,2023-02-14 11:27:00,192.168.227.11,10.0.111.79,91.03242316599537,0.5177810168212073
NET_4674,2023-09-07 09:12:00,192.168.170.54,10.0.54.244,386.44669092265093,0.27786891292823024
NET_4675,2023-11-21 20:39:00,192.168.200.55,10.0.158.149,79.87432805483398,0.12842589336514132
NET_4676,2023-05-11 06:24:00,192.168.87.2,10.0.183.126,269.8001454256902,0.9474661009550859
NET_4677,2023-10-21 02:10:00,192.168.174.177,10.0.226.119,486.6060020929678,0.626969503106954
NET_4678,2023-04-08 13:46:00,192.168.110.3,10.0.35.140,313.9699662123357,0.3605795858223171
NET_4679,2023-01-08 11:43:00,192.168.229.18,10.0.93.234,414.35016275417576,0.5334338555095333
NET_4680,2023-10-05 21:57:00,192.168.226.196,10.0.194.120,462.80783317353644,0.759567020387607
NET_4681,2023-07-24 05:42:00,192.168.152.95,10.0.110.92,9.930249227536473,0.2799817294091729
NET_4682,2023-12-16 23:34:00,192.168.182.234,10.0.1.112,134.26680092457096,0.9621670393477123
NET_4683,2023-11-16 13:00:00,192.168.101.83,10.0.18.213,6.061412340491367,0.8578646301166328
NET_4684,2023-06-30 01:57:00,192.168.119.75,10.0.53.104,59.82503003677458,0.6654097068095189
NET_4685,2023-04-30 21:28:00,192.168.175.164,10.0.38.230,487.3105292812615,0.35969890029300877
NET_4686,2023-01-21 06:54:00,192.168.110.193,10.0.98.44,162.60526661787765,0.4956795597776327
NET_4687,2023-12-25 17:22:00,192.168.149.71,10.0.100.72,425.3409089664457,0.7684004692104901
NET_4688,2023-01-16 08:38:00,192.168.211.37,10.0.215.225,403.2538830196338,0.6400942209912893
NET_4689,2023-05-28 10:06:00,192.168.253.85,10.0.41.112,37.57067063233941,0.17506004445198098
NET_4690,2023-03-12 00:00:00,192.168.247.243,10.0.189.13,273.11651924369374,0.4098779128041101
NET_4691,2023-09-28 19:53:00,192.168.164.201,10.0.139.195,3.755738012843205,0.10833720800135749
NET_4692,2023-01-02 14:21:00,192.168.27.196,10.0.134.125,455.175852681072,0.9074462159250992
NET_4693,2023-10-07 15:05:00,192.168.30.83,10.0.52.6,27.177145478683727,0.8836972042643672
NET_4694,2023-08-10 20:39:00,192.168.142.32,10.0.217.227,345.2823972987989,0.8774821953319777
NET_4695,2023-02-02 00:57:00,192.168.34.129,10.0.137.20,360.38289091705707,0.2898728265907011
NET_4696,2023-06-27 11:39:00,192.168.7.77,10.0.153.133,356.2610870561425,0.5769054162035285
NET_4697,2023-04-10 21:11:00,192.168.90.29,10.0.191.102,174.77799594739625,0.7704251124659439
NET_4698,2023-09-22 06:17:00,192.168.146.104,10.0.49.20,292.6411548648929,0.8601071087393642
NET_4699,2023-07-25 08:52:00,192.168.159.100,10.0.254.203,211.47353429451687,0.4350759286562944
NET_4700,2023-10-22 07:32:00,192.168.167.123,10.0.224.204,260.33506599317207,0.37749264633037494
NET_4701,2023-11-29 00:33:00,192.168.151.127,10.0.211.203,465.245763973703,0.42979959382406874
NET_4702,2023-11-30 08:21:00,192.168.138.31,10.0.102.14,450.7686686363259,0.5378831495524321
NET_4703,2023-07-21 09:23:00,192.168.111.37,10.0.10.232,101.90283506047466,0.8316769819975862
NET_4704,2023-03-14 05:28:00,192.168.115.232,10.0.154.197,315.1670099411788,0.6996910701042238
NET_4705,2023-01-08 11:49:00,192.168.207.76,10.0.57.71,456.52442081240497,0.4364462369433906
NET_4706,2023-05-03 07:30:00,192.168.175.212,10.0.53.250,45.11083062664652,0.6988483105413528
NET_4707,2023-05-06 14:28:00,192.168.13.188,10.0.130.187,202.43260039112758,0.14486529883415944
NET_4708,2023-01-05 12:08:00,192.168.231.110,10.0.82.232,271.72108693943466,0.7922599300963046
NET_4709,2023-11-14 04:59:00,192.168.243.184,10.0.177.181,151.47086115185246,0.13734428969056367
NET_4710,2023-06-01 02:34:00,192.168.52.83,10.0.59.132,169.1410107747008,0.32684662884002125
NET_4711,2023-08-08 15:56:00,192.168.206.163,10.0.87.8,209.5628905456956,0.3510313981782407
NET_4712,2023-03-06 17:36:00,192.168.215.155,10.0.4.222,315.76481244471006,0.2169706537096241
NET_4713,2023-01-13 06:29:00,192.168.27.210,10.0.202.223,165.229325302959,0.5265437360868721
NET_4714,2023-05-21 09:52:00,192.168.210.99,10.0.180.101,403.599997132284,0.8527231551194466
NET_4715,2023-05-19 06:52:00,192.168.185.81,10.0.160.144,126.88997738756397,0.843084187805732
NET_4716,2023-04-25 04:00:00,192.168.240.211,10.0.199.115,327.8840717657109,0.5924438802592809
NET_4717,2023-11-16 02:14:00,192.168.131.113,10.0.183.13,491.8706341157218,0.03342776924866153
NET_4718,2023-06-28 19:31:00,192.168.158.150,10.0.218.213,115.88381186060518,0.6392139598729134
NET_4719,2023-08-16 23:38:00,192.168.220.106,10.0.241.205,473.3141477456915,0.5728629465952081
NET_4720,2023-10-06 21:56:00,192.168.37.113,10.0.31.63,0.8700108522640164,0.17313682023177024
NET_4721,2023-10-12 02:40:00,192.168.230.225,10.0.160.62,411.6953292634281,0.6976819491414701
NET_4722,2023-10-01 02:32:00,192.168.201.18,10.0.163.156,203.13994807920776,0.5904246093296704
NET_4723,2023-06-04 11:51:00,192.168.48.93,10.0.16.126,205.41937106893522,0.5058520107165346
NET_4724,2023-01-03 09:31:00,192.168.164.69,10.0.225.217,479.13126744219596,0.4241085888220052
NET_4725,2023-05-07 09:36:00,192.168.152.118,10.0.191.60,125.21427877391363,0.8240203546157492
NET_4726,2023-09-19 19:54:00,192.168.128.130,10.0.110.21,74.22876476125626,0.015567738720200008
NET_4727,2023-05-10 16:05:00,192.168.82.207,10.0.242.206,407.05123687596455,0.6084461842066283
NET_4728,2023-07-13 06:58:00,192.168.246.152,10.0.78.174,50.221652535488985,0.2691341098132455
NET_4729,2023-02-24 07:03:00,192.168.248.54,10.0.13.21,108.66477596947061,0.05255450290385433
NET_4730,2023-09-02 01:56:00,192.168.80.222,10.0.191.69,225.37453957393876,0.9183276015719456
NET_4731,2023-02-24 04:14:00,192.168.48.57,10.0.166.98,407.04574546290763,0.4213839254956281
NET_4732,2023-12-14 22:37:00,192.168.66.237,10.0.27.129,197.96230611850785,0.19369337411378118
NET_4733,2023-05-25 05:41:00,192.168.87.120,10.0.224.103,110.06227684645098,0.6847438557618903
NET_4734,2023-06-09 07:23:00,192.168.236.194,10.0.102.180,19.184080355627163,0.4426906271112463
NET_4735,2023-06-06 11:30:00,192.168.150.119,10.0.78.98,63.037712046484,0.07098530385954194
NET_4736,2023-08-24 07:15:00,192.168.249.77,10.0.159.53,263.76566816526883,0.6211888570306076
NET_4737,2023-02-10 11:09:00,192.168.178.105,10.0.115.84,330.0967204476317,0.7352715519019006
NET_4738,2023-10-19 18:33:00,192.168.221.176,10.0.16.12,350.1412300964885,0.3062299367348208
NET_4739,2023-01-26 12:47:00,192.168.46.85,10.0.159.255,353.1415425665969,0.022120184390655884
NET_4740,2023-09-09 10:23:00,192.168.52.166,10.0.224.83,425.8317344150374,0.9023702899073068
NET_4741,2023-12-09 21:09:00,192.168.201.86,10.0.14.114,61.47348533789277,0.6860068669540926
NET_4742,2023-12-20 06:00:00,192.168.102.64,10.0.3.125,81.74135395508554,0.9197899080917651
NET_4743,2023-05-04 18:13:00,192.168.219.182,10.0.114.243,76.37311189115832,0.7146533288365174
NET_4744,2023-06-12 05:00:00,192.168.205.212,10.0.26.16,251.01727136302853,0.03191247147563259
NET_4745,2023-10-05 02:25:00,192.168.22.180,10.0.169.226,12.250375671640647,0.0738325086382613
NET_4746,2023-07-09 00:25:00,192.168.84.184,10.0.26.37,375.8925778161995,0.59190674263794
NET_4747,2023-01-03 20:19:00,192.168.252.230,10.0.56.63,418.8180716648472,0.9484887543051644
NET_4748,2023-09-04 14:56:00,192.168.65.199,10.0.224.99,341.13599384503743,0.30693077851980766
NET_4749,2023-12-03 14:59:00,192.168.184.173,10.0.159.231,380.7075772001653,0.6620639922386297
NET_4750,2023-03-14 06:30:00,192.168.225.217,10.0.78.62,367.9947009417408,0.934485049656575
NET_4751,2023-09-28 13:17:00,192.168.84.166,10.0.222.242,106.46332708659564,0.6896145785750086
NET_4752,2023-11-27 07:43:00,192.168.144.188,10.0.192.5,186.6905903600963,0.7264931303465683
NET_4753,2023-12-11 21:36:00,192.168.1.229,10.0.107.227,281.8171730179965,0.8367297531342524
NET_4754,2023-04-17 07:26:00,192.168.44.201,10.0.43.212,127.70362124677891,0.5000321304445866
NET_4755,2023-08-28 04:09:00,192.168.56.144,10.0.36.228,167.72734794143116,0.6997869781065335
